,price
35030,888
19157,7949
48684,2028
5057,3750
22219,10317
20710,8994
47632,1895
13186,5458
1779,3049
35321,900
53681,2737
2686,3246
1040,2907
52081,2484
24931,13500
16939,6780
3071,3312
20858,9117
40297,1135
45600,1699
48380,1985
49279,2107
29844,713
7766,4284
43813,516
28561,434
49553,2147
15682,608
50283,2260
15663,607
15128,6095
12031,597
47089,1840
7961,4325
40167,1125
1906,3080
29505,705
25345,14112
45051,1656
10303,4764
13503,5546
38607,1043
2024,3105
41787,1262
43662,1442
17397,6989
28,357
9718,4657
48057,1948
33123,821
3170,3340
31663,772
47457,1878
11560,5041
38411,1033
18460,7535
3675,3446
15450,6204
20608,8941
6749,4106
32888,811
6794,4118
20612,8943
38347,1030
328,2802
4710,572
19665,625
2370,561
38290,1024
35312,900
15791,6334
27382,18077
43845,393
48891,2054
10871,4884
18562,7589
4898,3724
37921,1010
1209,2939
13362,602
45793,1721
50049,2225
25473,14350
35891,921
78,554
26120,15522
52220,2503
45216,1664
50148,542
52600,2559
41905,1268
29799,710
51166,544
5682,3889
9493,4612
47415,1874
48470,1998
20390,8788
37637,998
15605,6272
14485,5864
6213,4004
19641,623
34550,872
39753,1103
13275,5497
5544,3858
34714,878
21137,9335
52778,2590
51724,2427
17061,6817
14385,5821
27181,17642
6789,4116
34160,857
43429,1431
26287,645
20121,8620
53516,2708
39462,1083
44748,1629
35983,926
8989,4513
12404,5242
9969,4704
12305,5226
1770,3048
22368,10443
48849,2048
10912,4899
44443,1607
30988,752
35790,918
28804,684
38169,487
7856,4309
10100,4719
39643,1094
43113,1400
21575,9711
37387,984
28185,666
48539,2005
8719,4462
8558,4436
46324,1774
12516,5270
24530,12896
40736,1175
20648,8970
24251,12554
12454,5254
43420,1429
6825,4123
42879,1370
31826,776
22554,10656
34841,378
40927,1189
47286,1852
4423,3615
6862,4130
39754,1103
21252,9450
9490,4612
20760,9035
15635,6286
40050,1118
35694,913
45982,1743
9825,4676
9479,4611
8733,4466
50159,544
16874,6751
20081,8587
2013,3104
40634,1164
38445,1035
33715,842
33383,828
2147,3127
41556,1240
39897,1109
47220,1846
9699,4653
48815,2048
43723,1449
6841,4126
26811,16804
17194,6891
6269,4018
2073,3109
42498,1331
37260,982
49813,540
40502,1153
33653,840
18174,7392
11334,4996
14621,5914
15332,605
40097,1123
42968,1384
3895,3492
767,2858
41017,1197
18029,7296
8012,4333
53153,552
43359,1422
28801,684
28718,681
16363,6547
47186,530
24747,13187
808,2863
24309,636
1468,2982
30337,730
10550,4819
35490,907
5419,3827
50654,2306
17548,7079
44722,1627
34328,863
21059,9275
12673,599
6041,576
12061,5163
53254,2667
53379,2690
31362,765
25628,643
18635,7636
34929,882
21058,9275
23840,11998
9247,4562
50791,2320
37420,988
25502,14394
15733,6306
10116,4723
22763,10838
7265,4200
29483,705
50116,2236
42075,1289
36704,956
11725,5078
51850,2443
15043,6060
23525,11588
27608,18692
36975,969
23097,11166
30974,752
31673,772
14033,605
50807,2322
26028,15323
34917,882
20541,8893
31345,764
26498,16241
74,554
719,2856
23723,11837
36784,959
46973,1828
3932,3501
14670,605
47846,533
51263,2370
2509,3201
40049,1118
42012,1281
45749,1719
32317,791
30728,743
48974,2066
4067,571
20104,8602
13100,5433
30544,448
27818,655
3145,3333
50524,544
17513,7064
8697,586
45266,1668
30562,735
37899,1009
24310,636
24845,13333
20619,8950
24207,12489
40164,1125
44328,1593
17138,6858
1537,3001
49318,2112
50301,2263
35310,900
6073,3974
46706,1812
20409,8796
21602,9740
23610,11711
31629,771
33005,815
20655,8974
22259,10350
6093,3977
48086,1949
37960,1013
37534,990
29883,446
1620,3014
8793,4476
21301,9489
1308,2956
14374,5819
1582,3008
51670,2418
35199,473
1044,2907
50502,544
37777,1006
7633,4269
10931,4900
43299,1415
26691,16560
38563,1041
31076,755
38259,1023
51358,2383
20183,8656
44565,1613
49109,2086
1600,3011
48969,2065
1849,3065
1752,3044
34808,880
18467,7540
40733,1174
37999,1013
33314,828
38967,1061
49554,2147
5147,3770
25251,13986
10737,4853
18051,7313
12191,5197
10694,593
22398,10477
48385,1985
39937,1113
32334,791
16559,6629
22372,10447
11801,5096
34864,471
20171,8647
28930,686
14650,5924
15574,6261
43185,1402
44009,1563
41256,1221
9318,4580
51847,2443
18825,7738
45342,1677
17706,7145
24398,12717
27328,17952
36833,478
15096,6084
1294,2954
29583,706
30962,750
34768,878
34831,374
28647,680
34275,863
39451,1081
20002,625
5577,3867
35660,912
40857,1181
5611,3877
5077,3754
5335,3812
9546,4624
23350,11390
4141,3546
7938,4321
47962,1935
52202,2499
13036,5412
48338,1979
30836,745
38784,1052
12224,5204
23104,11175
9583,4633
21015,625
31846,776
27027,17227
52323,2517
2251,3152
25601,14574
3670,3445
46226,1760
25401,14220
45330,1676
25212,13908
30725,743
46742,1814
13436,5531
37528,990
17331,612
11689,596
23369,11415
45615,1704
42112,1292
14196,5766
31816,776
48431,1993
20269,8726
53278,2671
12963,5398
45831,526
44678,1624
6697,413
25820,14976
50111,2235
27867,430
23515,11577
38826,489
17948,7275
51963,2461
37466,990
10750,4856
3320,3375
21576,9711
10464,4796
30733,743
12446,5251
4773,3696
39343,1079
48721,2034
37477,990
31836,776
45764,1720
41508,504
23916,12105
49164,540
24143,12386
20981,9234
30492,734
25993,15254
38553,1040
13560,5560
43038,1389
50339,2268
39993,1115
2311,3167
28919,686
47263,1849
23380,11427
29685,709
12658,5311
8391,4403
41445,1238
15167,6108
12916,5386
2823,3267
4551,3644
38104,1016
11437,5010
20837,9103
50674,2308
28477,675
11353,596
3749,3456
43162,1401
16821,6727
16532,6618
27370,18057
8399,4404
9079,4525
524,2825
49241,2102
30766,743
25523,14424
3727,569
9472,4608
23183,11246
32890,811
20750,9030
30461,734
15620,6279
42567,1338
2283,3160
2302,3164
23781,11917
44377,1600
3052,566
14292,5803
5820,3918
28036,663
49518,2141
15173,6108
19950,8532
48,404
26708,16603
16885,6755
31819,776
35953,924
14345,605
229,2783
1211,2939
35592,911
8772,4471
33737,843
35775,918
29163,696
20689,8975
53191,2655
17458,7032
10942,4905
1986,3096
50311,2264
39978,1114
35712,914
43678,1443
47710,1909
50041,2224
25022,13599
14016,605
26746,16694
37201,979
47331,1859
36929,967
3117,3326
17509,7062
11232,4969
38090,1016
13753,5620
47242,1847
6240,4011
35187,473
12316,5227
6207,4004
13303,5504
7170,4186
29443,703
23590,11667
46972,1827
33785,844
37500,485
28853,684
24127,12369
18312,7466
350,2804
49287,2107
32991,814
36404,945
52875,2599
25563,14490
47567,1884
35268,898
52518,2549
48858,2050
33332,828
10367,593
33690,842
3385,567
36701,956
30554,735
31932,778
7959,4325
19091,7900
14516,5879
53338,2682
53437,2698
22340,10412
30522,447
36303,942
27304,646
18316,7467
26973,645
28315,668
7777,4290
32930,814
17205,6901
26639,645
39136,1069
24662,640
48473,1998
15994,608
52815,552
30286,729
10889,4890
29150,695
44786,1632
7645,4270
14116,5740
9589,4633
48941,2061
2833,3270
26756,16715
23790,11926
47347,1864
38176,487
24624,13037
28324,668
45546,1695
47894,1924
9979,4705
45571,1698
18259,7438
14549,5885
36863,962
19073,7881
3990,3517
40828,1179
43333,1418
39307,1076
14799,5974
52399,2532
2785,3258
43448,1431
43539,1436
43454,507
3880,3487
33861,465
37953,1013
48947,2062
40522,1154
11975,5147
7746,4283
47450,1877
36713,956
26505,16262
34932,882
35654,912
10109,4720
25092,13720
37122,975
5666,3886
32940,814
33407,828
3407,568
22880,10968
5065,3751
1548,3002
7435,4233
43700,1446
10024,418
33804,844
11814,5100
14419,5833
18827,7738
29113,694
46974,1828
8418,4407
9582,4633
48640,2021
43481,508
28666,680
12458,5255
13107,5436
41025,1199
12467,5257
32332,791
49237,2101
48857,2050
33122,821
47407,1872
38672,1046
33932,849
845,2869
25389,14199
3395,567
11559,5040
23147,11206
3127,3328
42462,1331
15138,6097
41269,1223
48228,1963
49405,2129
954,2889
16535,6618
3587,3423
3557,3418
49252,2104
28948,687
43730,1449
51307,2376
26569,16402
37939,1012
6743,4105
40166,1125
11267,4978
28481,675
51317,2376
9484,4611
16892,6759
13890,5666
47238,1847
24405,12725
18645,7643
23042,11115
51232,2367
8177,4368
11620,5055
7857,4309
20805,9072
17485,7054
49125,2089
35371,901
8609,4449
8061,4338
36018,928
12601,5292
28716,681
33477,831
32886,811
42982,1385
4598,3662
2042,561
40187,1125
6130,3989
31528,371
33085,818
10566,4823
38083,1015
2064,561
14457,5852
13419,5523
29661,708
22990,11073
31169,758
21387,9539
6523,4071
25957,645
27433,18193
38507,489
39044,1063
14953,6037
30859,449
5470,3841
22200,10304
14336,5816
30936,749
24014,12210
36931,967
27301,646
13180,5457
33171,826
37679,1000
27926,658
11422,5006
42133,1294
49322,2112
6378,4037
18625,7631
19867,8456
14744,5947
47876,1921
36307,942
6310,4029
9219,4559
38285,1024
35362,901
52448,2540
49485,540
31213,758
43002,1388
48217,1963
39422,1080
14266,5791
15867,6356
21411,9555
53629,2726
21665,627
1502,2993
27445,18236
26183,15686
29777,710
51835,547
30640,738
678,2849
16378,6557
5851,3923
7194,4191
16301,6534
42863,1368
29841,713
2939,3293
45158,1662
34618,874
22906,11007
1070,558
17929,7262
6784,4116
14444,5845
10672,4846
19156,7948
36160,936
47934,1930
42907,1374
27912,658
19790,8400
21120,9324
41168,1211
21782,9898
28258,666
28362,670
37661,999
8720,4463
17106,6843
21560,9704
51691,2422
41266,1223
19159,7950
47127,1844
38885,1056
12716,5319
39335,1078
24099,12327
5670,3886
24518,12872
8949,4504
21876,9997
52817,552
31556,451
26128,15540
49664,2165
33342,828
24833,13320
11182,4959
37146,977
25616,14597
50915,2331
15123,6094
16698,611
30761,743
41662,1249
27765,651
52455,2543
8695,586
22738,10812
10514,4808
10748,4855
17232,6915
35016,886
15958,6399
38384,1031
31692,773
52400,2533
22486,10576
46985,1828
24502,12846
28513,675
30828,745
27307,647
21939,10053
38867,1053
14390,5822
33765,844
12926,5387
25752,14814
44354,1598
29416,702
40162,496
20756,9032
19881,8470
17794,7192
8032,583
1407,2968
28690,680
51570,2401
14021,605
14254,5783
18196,7405
31351,764
44548,1610
48776,2041
33461,830
10725,4852
21395,9542
3443,3388
9174,4547
50168,2239
4175,3557
13844,5650
43226,1408
49528,2142
13382,5510
26424,16077
16645,421
11529,5033
15979,6409
38265,1024
36643,955
20400,8794
3626,3431
39132,1069
39520,1086
37879,1008
14157,5758
36323,942
10386,4778
30270,728
51733,2428
19751,8362
3516,3406
43827,517
35294,899
15032,6056
46344,1777
45124,1662
1168,2929
20528,8879
40660,1168
24660,640
3149,3334
44774,1631
17264,6934
23956,12179
19122,7920
13439,5532
34235,862
8154,4363
49772,2184
13833,5646
44921,1641
28902,435
51737,2429
29992,720
4137,3546
19423,8108
4150,3550
39236,1073
14017,605
6571,4078
28408,672
15366,6169
23851,12021
49839,2190
40978,1195
15155,6099
13779,5627
33635,839
27043,17263
15761,6321
49774,2184
402,554
37196,979
51899,2451
3057,3311
51476,2396
39828,492
43158,1401
44115,1574
44980,1651
3317,3375
12118,5174
40633,1164
23595,11686
12126,5175
39619,1093
18231,7421
53112,2647
17718,7151
25163,13820
38523,1040
51974,2463
6997,4158
52728,2582
48836,537
706,2854
3491,3400
15339,606
37341,984
15823,6344
48971,2065
24090,12314
7054,579
5580,3869
31416,765
35919,923
39385,1080
31099,756
52941,2612
11991,5152
36790,959
32353,792
38698,1046
25650,644
2607,3223
44398,1603
41886,1266
41950,1273
2429,3183
3815,3471
37335,984
50912,2331
18646,7643
835,2867
8624,4452
33941,850
25494,14383
22821,10914
5565,3863
40870,1182
21673,628
28333,669
40866,1181
4951,3734
15194,6115
18799,7723
53520,2708
23718,11826
19177,7960
11332,4995
40563,1157
53091,2642
36175,477
27675,18795
25009,13587
52717,2579
8963,4508
34765,878
8417,4407
12278,5220
30328,730
27710,648
5629,3880
36770,958
48422,1991
37521,990
42292,1312
48902,2056
26019,15309
3681,3447
19403,8094
40216,1129
29475,705
46100,1753
3985,3516
15198,6115
47506,530
41973,1274
47149,394
20786,9057
37045,972
3666,3445
8412,4406
18830,7739
23205,11263
33422,829
39288,1076
22834,10929
25343,14108
19556,8220
11831,5105
28742,683
16928,6776
33972,851
35651,911
41381,1235
42025,1284
7242,4198
2637,3231
51426,2390
19049,7862
46868,1819
18252,7433
877,2873
27105,17433
53464,552
27959,658
4379,571
11957,5143
19187,7965
27573,18559
3908,3495
10763,4860
40456,1153
26331,15897
51912,2453
24831,13320
20836,9100
30297,729
40843,1180
14635,5919
32152,789
13161,5453
31390,765
6479,4062
4711,572
41214,1216
12476,5259
33757,844
35450,906
26535,16319
42470,505
20698,8981
17392,6987
39148,490
23023,11105
22356,10428
49188,2094
43964,1556
40555,1155
22538,10640
29571,706
27200,17689
36591,952
21646,626
8446,4414
47141,394
29087,693
37927,1011
1798,3053
17143,6860
654,2844
48313,1975
5812,3916
21672,628
2892,3282
52043,2478
5636,3880
9612,4638
3044,566
51378,2385
24904,13445
21691,9802
41213,1216
6159,3992
13515,5549
45337,1676
6022,575
37860,1007
50600,2297
13569,5564
11211,4965
11221,4968
10828,4873
23121,11189
4763,3692
27594,18640
3659,3444
3326,3376
9465,4606
2663,3238
25938,15219
49640,2161
27829,655
21917,10033
11673,596
30831,745
49803,2189
47121,1843
34695,877
48066,1949
33313,828
53701,2741
2880,3281
22223,10327
42262,1307
9145,4541
32018,782
21341,626
29412,702
49439,2134
11154,4953
27689,648
16195,6492
37388,984
33710,842
19619,8270
51479,2396
41136,502
41395,1235
24918,13477
31625,771
16692,611
32427,798
44924,1641
6727,579
40701,1171
52144,2495
53165,2650
29553,442
20914,9173
23777,11905
23456,11519
31406,765
12817,5356
50064,2228
28960,687
47255,1847
52267,2512
2623,3228
22302,628
29148,695
41302,1227
41139,502
45988,1744
33505,833
19222,7990
37706,1002
24600,12998
48269,1970
14249,5783
40115,1124
47005,1832
42281,1311
42955,1381
39263,1075
755,2857
21304,9494
2779,3256
24503,12846
50198,2244
43046,1391
30077,720
38968,1061
20308,8747
16453,6589
21751,9870
8084,4346
15047,6062
38450,1035
52694,2575
53745,2750
18064,7324
40325,1140
41337,1230
42429,1326
15734,6306
38729,1050
18987,620
12373,5233
30251,726
7868,4311
1269,2949
21797,9904
45465,1690
48526,2002
31624,771
28806,684
6998,4158
30935,749
11283,4984
27302,646
8669,4459
9521,4620
18667,620
20116,8616
9045,4517
23508,11572
50043,2224
53393,2691
41833,505
23004,11088
23331,631
5127,3763
9327,4584
29140,695
1545,3002
739,557
44340,1595
10875,4884
1674,3027
16121,6458
2567,3212
29697,709
39752,1103
39563,1088
48763,2041
4732,3682
48505,537
33541,833
8521,4430
21584,9724
51196,2362
32786,810
2244,3149
3203,3348
40056,1119
28885,435
5204,3781
30825,745
39691,1097
20224,8690
49868,2196
11998,5152
43965,1556
50913,2331
1936,3084
45689,1712
6665,4101
3240,3356
36077,930
10358,593
363,2806
20107,8603
43785,514
46929,1822
24054,12261
44557,1612
37494,485
8738,4466
19324,622
34409,868
40775,1178
20901,9158
27914,658
1172,2930
37268,982
22469,10556
36110,932
36132,933
51949,2459
534,2826
12665,599
34178,467
12479,5259
39434,1080
44100,1573
17199,6895
22884,10977
23706,11817
34899,882
34565,872
40495,1153
4575,3655
5190,3780
40935,1190
19506,8181
15732,6306
30429,732
45178,524
20659,625
33291,827
3089,3319
44387,1601
1996,3099
21637,9784
24813,13287
11819,5101
44370,1600
2831,3269
8269,4383
32355,792
26111,15508
7489,4241
15627,6283
29878,445
48652,2022
39469,1084
1299,2954
31315,764
39041,1063
5499,3848
6447,4053
15613,6275
50954,2336
17864,7230
27369,18055
17985,7291
42919,1376
32559,802
7067,4164
26905,17049
50549,2290
35709,914
26327,15888
20045,8564
15116,6091
50120,2238
41515,1238
21209,9405
25739,14787
5680,3888
11549,5039
34305,863
44953,1646
47152,394
67,553
5555,3861
3010,3307
17107,6843
40096,1123
45254,1667
36953,968
52435,2537
42317,1316
44264,1584
27718,649
13647,5598
52425,2536
38799,1052
11397,5002
13147,5450
4582,3656
3228,3353
7367,579
10681,4849
143,2767
18895,7781
29813,710
23817,11966
52175,2495
39472,1084
9344,589
14141,5750
33980,852
29079,693
53299,2674
18733,7677
9261,4566
20085,8590
49567,2147
21811,9918
20167,8645
49770,2183
25241,13956
29238,698
23600,11696
38762,1050
27454,18252
37040,972
30699,741
50238,2251
786,2861
11049,4922
18100,7347
47649,1898
15792,6334
12379,5235
7853,4309
153,2770
48968,2065
13016,601
14873,5999
14259,5786
37394,984
26870,16970
17380,6980
50368,2272
32922,814
11468,5018
32363,793
22634,629
4654,3671
8055,4337
49010,2069
23889,12078
30851,449
8926,4498
32924,814
35853,475
1552,3004
13393,5514
33324,828
2148,3127
44755,1629
495,2822
13865,5656
35089,891
25161,13819
32919,813
52967,2616
49862,2195
49195,2095
1364,2965
18122,7362
19385,8077
25693,14692
23345,631
29968,719
15696,6292
19267,8020
3720,568
39895,1109
9533,4620
26619,427
17272,6936
38239,1021
19585,8244
4920,3730
4823,3709
31376,765
15479,6216
45421,1688
32167,789
16727,6676
4136,3545
19572,8232
20906,9167
45156,1662
27160,17582
2121,3121
6858,4129
992,2896
46041,1746
16149,6469
7382,579
53271,2670
15630,6284
26636,429
7366,579
51165,544
21118,9322
20977,9233
52064,2481
3565,3419
5840,3920
16667,421
52825,552
12861,5372
22559,10662
18984,620
41679,1250
36919,965
16075,6441
14271,5794
14130,5746
53360,2686
20462,8836
46270,1767
10313,4766
46340,1777
23760,11873
50960,2337
45972,1743
30435,732
4321,3599
35929,923
35398,904
3174,3340
35333,900
50852,544
17587,7098
20028,8549
26502,16256
3114,3325
43601,1438
26655,645
51190,2362
23110,11177
46560,1792
35228,898
44578,1614
3225,3353
40860,1181
20175,8650
40566,1157
8997,4514
45654,1709
50461,2285
40544,1155
14201,5767
53417,2695
35908,921
45240,1666
38106,1016
50660,2306
25142,13790
49598,2155
39886,1107
6937,4144
17451,7026
36686,956
29062,692
5529,3856
5398,3820
11360,596
14380,5821
17285,6947
50407,2276
35897,921
10740,4854
8320,4397
43880,1546
5269,3799
34629,875
10891,4890
53635,2728
24700,13110
41993,1279
32769,808
35474,906
13327,419
21709,9821
43459,507
9196,4556
39725,1100
2155,3130
19782,8392
4011,3521
52380,2529
33302,828
11962,5145
32016,781
30890,746
38591,1041
44643,1622
12352,598
15323,6165
49388,2124
23065,11146
9269,4569
52214,2501
32634,802
8683,585
42511,1332
41856,1264
16562,6630
6464,4057
26532,16316
50675,2308
29491,705
18300,7463
27761,650
52209,2501
26081,15444
40875,1183
14904,6017
53126,2648
34678,876
15927,6389
28610,678
1301,2955
23991,633
17517,7068
1230,2942
47941,1932
27094,17403
34085,854
4368,3609
41081,1205
27025,17223
53499,2704
13854,5653
6080,3975
47265,1849
35369,901
6568,4078
28060,664
18557,7588
52741,2584
12746,5329
19989,421
13276,5497
22813,10907
29245,698
25186,13853
7995,4328
41910,1268
36536,948
32574,802
37845,1007
24658,640
44462,1607
9599,4637
4631,3669
240,2788
15424,6190
29511,706
12197,5197
48512,537
27155,17569
48245,1966
44229,1580
27314,647
32439,798
7465,4238
34635,876
51462,2394
35289,899
1820,3058
2410,3180
47751,1913
8243,4380
28464,675
39405,1080
16576,6639
37333,984
29991,720
24326,638
13929,5683
51289,2374
6391,4039
34886,880
42818,506
36547,949
41785,1262
37729,1002
2809,3265
33266,827
11445,5013
33686,842
48645,2022
46158,526
46032,1746
37052,972
50745,2317
24746,13182
228,2782
50713,2312
35509,473
13329,419
11703,5068
9271,4570
47991,1939
43881,1546
6001,3963
4897,3724
5583,3869
28229,432
40635,1165
28899,435
19894,8486
33896,847
48232,1964
10400,4783
34335,863
43066,1395
34474,871
23834,11986
3153,3335
10364,593
11523,5031
40067,1121
215,2781
39008,1061
23488,11550
26950,17141
9824,4676
35693,913
43258,1410
9637,4642
45212,1664
35489,907
24277,12596
53758,2753
40277,1133
35427,905
24426,12755
1449,2977
39620,1093
26312,15850
13799,5637
27812,654
48899,2055
28307,668
49052,2077
49992,2213
29670,708
10832,4873
41821,505
34273,863
6054,3967
31875,452
36993,969
52293,2513
23824,11971
52213,2501
39536,1087
35967,924
53076,2638
6449,4053
7951,4323
